46102,46132,2860.8305634,53.1694366
45443,46071,2692.659888675,52.340111325
45520,46051,2786.593962,52.406038
45484,46252,2689.4068508,52.5931492
45794,46294,2715.0003141,52.9996859
45806,46418,2768.8444273,53.1555727
45742,45932,2738.4744614,52.5255386
45434,46196,2822.5282734,52.4717266
45619,46031,2742.502795275,52.497204725
45655,46159,2803.315271375,52.684728625
45572,45950,2746.649165,52.350835
45789,45889,2740.469714475,52.530285525
45598,46061,2811.49276305,52.50723695
45657,46140,2755.3346505,52.6653495
45882,45888,2829.3641696,52.6358304
45460,46120,2709.58462,52.41538
45754,46070,2782.3028305,52.6971695
46141,46204,2802.7025309,53.2974691
45434,46267,2760.44762805,52.55237195
45940,46316,2709.806074,53.193926
45436,46056,2723.6849896,52.3150104
45520,46073,2770.568926,52.431074
45355,45895,2711.960806875,52.039193125
45741,46136,2826.2423306,52.7576694
45823,45981,2750.325315925,52.674684075
