46859,47401,2499.470913525,55.529086475
46740,47328,2374.697232,55.302768
46715,47233,2480.837760125,55.162239875
46955,47755,2522.941599375,56.058400625
46870,47189,2482.70628925,55.29371075
46486,47325,2524.00125125,54.99874875
46918,47696,2484.0549768,55.9450232
46895,47526,2540.28170575,55.71829425
46859,47334,2551.54940235,55.45059765
46366,47319,2457.15018115,54.84981885
46866,47446,2480.4098941,55.5901059
46982,46812,2559.0169654,54.9830346
46812,47425,2534.4985225,55.5014775
47140,47323,2499.2298445,55.7701555
46678,47411,2461.67373355,55.32626645
46552,47090,2455.196658,54.803342
46889,47436,2543.3943349,55.6056651
46941,47403,2571.371394425,55.628605575
46588,47427,2504.7617731,55.2382269
46938,47295,2536.50168225,55.49831775
47199,47530,2618.91578825,56.08421175
46943,47747,2577.965314475,56.034685525
46697,47071,2555.048137825,54.951862175
46724,46997,2438.1028043,54.8971957
46969,47075,2438.723358125,55.276641875
