45686,46045,2163.40970325,52.59029675
45116,45717,2112.4357957,51.5642043
45552,45927,2190.6983324,52.3016676
45478,45800,2156.92769,52.07231
45747,45804,2176.6151103,52.3848897
45139,45887,2144.217667675,51.782332325
45208,45742,2236.3023916,51.6976084
45157,46021,2106.045742575,51.954257425
45512,45649,2156.0605678,51.9394322
45103,45597,2072.585962725,51.414037275
45463,45556,2108.2221893,51.7778107
45470,45860,2150.868645,52.131355
45445,45655,2183.130213125,51.869786875
45157,45556,2110.5706927,51.4293073
45084,45177,2132.0810033,50.9189967
45209,45563,2104.503558325,51.496441675
45385,45993,2183.815192375,52.184807625
45414,45790,2079.0123235,51.9876765
45228,45984,2160.0058912,51.9941088
45383,46160,2152.628018,52.371982
45025,46159,2117.042275625,51.957724375
45013,45694,2116.57939945,51.42060055
44977,46151,2127.106661825,51.893338175
45613,45554,2154.05363495,51.94636505
45481,45788,2073.9378993,52.0621007
