45933,45969,2843.212648075,52.787351925
45713,46141,2833.268911675,52.731088325
45560,46339,2873.219879,52.780121
45831,45981,2808.316119725,52.683880275
45864,45962,2772.2999708,52.7000292
45224,45998,2807.9946612,52.0053388
45855,46112,2898.138356,52.861644
46078,46339,2887.61978895,53.38021105
45390,46137,2844.64603925,52.35396075
45749,46192,2845.1690548,52.8309452
45838,46251,2825.99866655,53.00133345
45752,46021,2886.3611802,52.6388198
45417,46282,2764.45026015,52.54973985
45664,46193,2824.2660712,52.7339288
45870,46436,2820.749517,53.250483
45560,46269,2838.299609,52.700391
46136,46018,2851.9228388,53.0771612
45982,46274,2842.8057233,53.1942767
46136,46270,2792.632182,53.367818
45963,46217,2826.893200725,53.106799275
45572,46008,2852.5830856,52.4169144
45944,46376,2872.7325264,53.2674736
45883,46422,2825.75048435,53.24951565
46107,46094,2802.86859855,53.13140145
46136,46200,2866.71292,53.28708
